,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.231194829941,0.000472784042358,0.792415169661,0.797289836094,0.1,7,"{'NN__hidden_layer_sizes': 7, 'NN__alpha': 0.1}",4,0.800460475825,0.80019193858,0.795088257866,0.81689059501,0.785111281658,0.787332053743,0.771297006907,0.782149712092,0.810146041507,0.799884881044,0.0345417931167,2.82503380653e-06,0.0133069078788,0.0120642197538
1,0.264662647247,0.000486183166504,0.802088131429,0.802664101593,0.01,7,"{'NN__hidden_layer_sizes': 7, 'NN__alpha': 0.01}",1,0.798925556408,0.796545105566,0.790483499616,0.81113243762,0.798925556408,0.803838771593,0.811204911742,0.801727447217,0.810914681015,0.800076745971,0.0200383377678,2.30802976969e-05,0.0079457186675,0.00486017299252
2,0.25678601265,0.00047459602356,0.799324428067,0.800859864214,0.001,7,"{'NN__hidden_layer_sizes': 7, 'NN__alpha': 0.001}",3,0.799693016117,0.796737044146,0.778204144282,0.801535508637,0.7981580967,0.803646833013,0.809669992325,0.802111324376,0.810914681015,0.800268610898,0.0216012166772,6.36465977229e-06,0.0117382497481,0.00232968104303
3,0.26601319313,0.000471019744873,0.801627514202,0.802702474579,0.0001,7,"{'NN__hidden_layer_sizes': 7, 'NN__alpha': 0.0001}",2,0.799693016117,0.796737044146,0.789716039908,0.810748560461,0.7981580967,0.803646833013,0.809669992325,0.802111324376,0.810914681015,0.800268610898,0.0187325420366,7.23096469393e-06,0.00785566821395,0.00463661130785
