,2,3,4,5,6,7,8,9,10,11,12
GMM,0.558293838863,0.705213270142,0.581990521327,0.692890995261,0.688151658768,0.707109004739,0.696682464455,0.673933649289,0.673933649289,0.725118483412,0.712796208531
Kmeans,0.655924170616,0.665402843602,0.654976303318,0.638862559242,0.684360189573,0.679620853081,0.694786729858,0.690047393365,0.700473933649,0.703317535545,0.686255924171
