,2,3,4,5,6,7,8,9,10,11,12,13,14,15
GMM,0.771994472593,0.759097190235,0.759097190235,0.771994472593,0.773222785199,0.773222785199,0.768002456625,0.773222785199,0.773222785199,0.772762167972,0.771840933518,0.772148011669,0.777061262091,0.773836941502
Kmeans,0.759097190235,0.759097190235,0.767081222171,0.797481959159,0.797635498234,0.79671426378,0.797021341932,0.797174881007,0.797481959159,0.79778903731,0.797942576386,0.79778903731,0.799170888991,0.799477967143
