,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.182551813126,0.000543355941772,0.795332412099,0.795408955857,0.1,7,2,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 2, 'NN__alpha': 0.1}",33,0.796623177283,0.789251439539,0.780506523408,0.801343570058,0.801995395242,0.795393474088,0.7981580967,0.792706333973,0.799385088394,0.798349961627,0.00999643649267,2.2156257926e-05,0.00762024925354,0.00422110347145
1,0.159404230118,0.000579023361206,0.804237678489,0.80039997761,0.1,7,3,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 3, 'NN__alpha': 0.1}",13,0.81197237145,0.802879078695,0.801995395242,0.813051823417,0.808902532617,0.801535508637,0.799693016117,0.79424184261,0.798616448885,0.790291634689,0.0360976697314,1.47130344064e-05,0.00526992369857,0.00784354254776
2,0.0476041316986,0.000585222244263,0.240902809765,0.240902803658,0.1,7,4,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 4, 'NN__alpha': 0.1}",49,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.000276892706968,4.27115688688e-05,0.000159199549404,3.97723841187e-05
3,0.0860743999481,0.000579357147217,0.758483033932,0.758636632133,0.1,7,5,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 5, 'NN__alpha': 0.1}",45,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.756715272448,0.757965451056,0.758647194466,0.757866462011,0.00331073390146,5.10906037749e-06,0.00089560786364,0.000589261201518
4,0.165372228622,0.000620031356812,0.80561953017,0.807346563298,0.1,7,6,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 6, 'NN__alpha': 0.1}",7,0.815042210284,0.81113243762,0.790483499616,0.806909788868,0.80276285495,0.80537428023,0.8073676132,0.802303262956,0.812451960031,0.811013046815,0.0126953340544,3.02994652492e-05,0.00866981576379,0.00338501097504
5,0.102057647705,0.000637626647949,0.802702287732,0.803547166365,0.1,7,7,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 7, 'NN__alpha': 0.1}",21,0.800460475825,0.801727447217,0.790483499616,0.806142034549,0.808902532617,0.802495201536,0.812739831159,0.809213051823,0.80092236741,0.7981580967,0.0212975228515,3.38932283133e-05,0.00770420893751,0.00380251702312
6,0.197897052765,0.000687313079834,0.790419161677,0.78872905137,0.1,7,8,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 8, 'NN__alpha': 0.1}",37,0.795855717575,0.787140115163,0.768994627782,0.790978886756,0.79355333845,0.78330134357,0.786646201074,0.778119001919,0.807071483474,0.80410590944,0.0404520510358,3.34437279893e-05,0.0125677501148,0.00878712015325
7,0.150805997849,0.000661611557007,0.810072163366,0.809803656997,0.1,7,9,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 9, 'NN__alpha': 0.1}",1,0.8073676132,0.807293666027,0.794320798158,0.807677543186,0.818112049117,0.812859884837,0.817344589409,0.813819577735,0.813220599539,0.8073676132,0.0185354762572,1.54865668519e-05,0.00875172028409,0.0029059549883
8,0.182553291321,0.000730466842651,0.802088131429,0.80784575091,0.1,7,10,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 10, 'NN__alpha': 0.1}",25,0.804297774367,0.806525911708,0.796623177283,0.820345489443,0.808902532617,0.805950095969,0.791250959325,0.797312859885,0.809377401998,0.809094397544,0.029677954286,9.0609399306e-05,0.00709588336904,0.00740378090357
9,0.158727550507,0.000704574584961,0.802241670505,0.805926807029,0.1,7,11,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 11, 'NN__alpha': 0.1}",24,0.808135072909,0.812092130518,0.787413660783,0.80537428023,0.805832693784,0.802687140115,0.7981580967,0.806142034549,0.811683320523,0.803338449731,0.0117594821575,3.52077003134e-05,0.00864055100324,0.0033334023966
