,2,3,4,5,6,7,8,9,10,11,12,13,14,15
GMM,0.759097190235,0.773222785199,0.773222785199,0.773222785199,0.773222785199,0.773222785199,0.773222785199,0.777982496545,0.809150928911,0.793336404115,0.773990480577,0.774758175956,0.800706279748,0.813142944879
Kmeans,0.759097190235,0.788116075541,0.789344388147,0.78995854445,0.78995854445,0.790112083525,0.790419161677,0.816060187318,0.790112083525,0.791647474282,0.791647474282,0.791647474282,0.796253646553,0.791954552434
