,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.129977989197,0.00154519081116,0.759097190235,0.759097196342,0.1,7,2,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 2, 'NN__alpha': 0.1}",13,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.0178843340423,2.69267372003e-05,0.000159199549404,3.97723841187e-05
1,0.247655916214,0.00196752548218,0.759097190235,0.759097196342,0.1,7,3,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 3, 'NN__alpha': 0.1}",13,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.0529342395617,6.17471163839e-05,0.000159199549404,3.97723841187e-05
2,0.252000188828,0.00246095657349,0.683095347766,0.685076149385,0.1,7,4,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 4, 'NN__alpha': 0.1}",43,0.771297006907,0.774088291747,0.759017651573,0.759117082534,0.745203376823,0.750479846449,0.752110514198,0.758541266795,0.387394312068,0.383154259401,0.0665882699999,8.49882479239e-05,0.14798833432,0.151153442558
3,0.31203918457,0.00291056632996,0.759864885613,0.759596030421,0.1,7,5,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 5, 'NN__alpha': 0.1}",6,0.759017651573,0.758925143954,0.759017651573,0.759117082534,0.757482732157,0.759117082534,0.758250191865,0.759117082534,0.765564950038,0.761703760553,0.0631864118219,0.000183628150863,0.00290418015055,0.00105648361992
4,0.300244998932,0.003258228302,0.759097190235,0.759097196342,0.1,7,6,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 6, 'NN__alpha': 0.1}",13,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.0180105534374,5.70772285745e-05,0.000159199549404,3.97723841187e-05
5,0.546270370483,0.00408501625061,0.759097190235,0.759097196342,0.1,7,7,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 7, 'NN__alpha': 0.1}",13,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.253143473049,0.000268229119917,0.000159199549404,3.97723841187e-05
6,0.709009742737,0.00432820320129,0.673422385997,0.682168213616,0.1,7,8,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 8, 'NN__alpha': 0.1}",47,0.747505755948,0.746449136276,0.466615502686,0.502495201536,0.643898695318,0.643186180422,0.749808135073,0.759692898273,0.759415833974,0.759017651573,0.0824522463092,0.000131546175738,0.111683957435,0.0998498272863
7,0.628649234772,0.00475001335144,0.760018424689,0.759365910353,0.1,7,9,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 9, 'NN__alpha': 0.1}",1,0.76515732924,0.761612284069,0.757482732157,0.757965451056,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.105945084453,0.000191456799373,0.00265384772647,0.0012043750131
8,0.803511953354,0.00514922142029,0.689083371718,0.687657656994,0.1,7,10,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 10, 'NN__alpha': 0.1}",39,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.409056024559,0.401919385797,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.195503902951,0.000208879092718,0.140040629867,0.142869140789
9,0.76257390976,0.00579876899719,0.240902809765,0.240902803658,0.1,7,11,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 11, 'NN__alpha': 0.1}",53,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.134674433606,0.000393304884837,0.000159199549404,3.97723841187e-05
10,1.00740981102,0.00605635643005,0.648395516659,0.650229575039,0.1,7,12,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 12, 'NN__alpha': 0.1}",49,0.725249424405,0.714587332054,0.240982348427,0.240882917466,0.758250191865,0.76122840691,0.756715272448,0.774664107486,0.76095311299,0.759785111282,0.0907833923981,0.000183804204523,0.204160219337,0.20567630686
11,1.00775938034,0.00633902549744,0.759097190235,0.759097196342,0.1,7,13,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 13, 'NN__alpha': 0.1}",13,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.126351933136,0.000115216665787,0.000159199549404,3.97723841187e-05
12,1.34884076118,0.00671319961548,0.759250729311,0.758790094614,0.1,7,14,"{'NN__hidden_layer_sizes': 7, 'gmm__n_components': 14, 'NN__alpha': 0.1}",11,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759785111282,0.757581573896,0.759415833974,0.759017651573,0.337382063376,7.88133211133e-05,0.000308513723918,0.000605486216751
