,2,3,4,5,6,7,8,9,10,11,12
GMM,0.00937265962488,0.0146604635942,0.0173155641632,0.0207928854573,0.0130562791091,0.0312505202927,0.0116410837462,0.0264388016447,0.0245300237772,0.0247625708056,0.0234200212302
Kmeans,0.0189183721493,0.0122317620822,0.00882314792831,0.0190659115185,0.020651997502,0.0174167048706,0.0218187314454,0.0227839242575,0.025921999673,0.0258879178534,0.0239956180472
