,0,1,2,3,4,5,6,7,8,9
2,0.841590379566,0.809303321017,0.818061087955,0.825753852744,0.856136530808,0.843049948344,0.881494599047,0.816691915163,0.79376274176,0.859479623577
3,0.756192109669,0.695377319761,0.628522081889,0.723609937752,0.72430673532,0.72161084316,0.715930644836,0.768179362739,0.669351385234,0.768570532668
4,0.614880575629,0.695042976953,0.647807352417,0.657257031766,0.623262708797,0.588748010519,0.592404803658,0.618461514422,0.696052515626,0.70343762349
5,0.530715069069,0.469211509852,0.517636000939,0.537446166429,0.443870354916,0.599120268782,0.516175361892,0.542764488492,0.495198695486,0.653874345691
6,0.461618329366,0.47213487914,0.327757940859,0.331141994681,0.474406473131,0.408748860479,0.483927571575,0.476365979328,0.523700680876,0.553382319751
7,0.417166249908,0.334307050611,0.428317611917,0.421742799409,0.294821761042,0.297855286421,0.359638403659,0.386242445136,0.387025739267,0.494286277834
8,0.205221398652,0.254134237345,0.307464031546,0.273907057286,0.217047889895,0.352876155078,0.317198581445,0.357328682068,0.35219038057,0.394373264848
9,0.196976910235,0.244010136319,0.272550117588,0.195243196399,0.145036599359,0.19912599089,0.165850921583,0.298617883137,0.128627277117,0.302369591221
10,0.0496887852491,0.0534172993566,0.101575387684,0.0788983321486,0.0248606770164,0.0909090909091,0.0799679354114,0.200893315053,0.0909090909091,0.180580282636
11,1.12763819031e-29,1.34975106111e-29,1.31277161975e-29,6.78067949513e-30,0.0745876335138,6.10455953356e-30,5.37408435795e-29,0.0770077022052,3.60565045201e-30,0.0635676015754
