,2,3,4,5,6,7,8,9,10,11,12,13,14,15
GMM,0.759097190235,0.759097190235,0.759097190235,0.759097190235,0.793182865039,0.798403193613,0.798403193613,0.804851834792,0.798403193613,0.802855826808,0.804237678489,0.807615538154,0.797942576386,0.801473975127
Kmeans,0.759097190235,0.759097190235,0.782281590665,0.788269614617,0.79778903731,0.800092123445,0.807001381852,0.795025333947,0.799631506218,0.803930600338,0.806540764625,0.807154920927,0.80884385076,0.808690311684
