,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.132882404327,0.000570392608643,0.802702287732,0.803316501268,0.1,7,2,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 2, 'NN__alpha': 0.1}",32,0.809669992325,0.803646833013,0.792785878741,0.80556621881,0.806600153492,0.802879078695,0.8073676132,0.801919385797,0.797079169869,0.802570990023,0.0118276831387,6.33037201535e-05,0.00656475077632,0.00125454415986
1,0.154805040359,0.000540781021118,0.783663442346,0.784662560782,0.1,7,3,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 3, 'NN__alpha': 0.1}",52,0.796623177283,0.798272552783,0.791250959325,0.795009596929,0.768227168074,0.774280230326,0.789716039908,0.785604606526,0.772482705611,0.770145817345,0.0363614183941,1.43949548585e-05,0.0111843340582,0.0110608237957
2,0.176212644577,0.00056414604187,0.797942576386,0.802664735005,0.1,7,4,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 4, 'NN__alpha': 0.1}",37,0.804297774367,0.799424184261,0.785111281658,0.807293666027,0.805065234075,0.808445297505,0.818112049117,0.806333973129,0.777094542659,0.791826554106,0.0343196123256,2.0984302581e-05,0.0148113513589,0.00626534193724
3,0.140608787537,0.000575637817383,0.79456471672,0.80070600401,0.1,7,5,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 5, 'NN__alpha': 0.1}",44,0.805065234075,0.808637236084,0.790483499616,0.82207293666,0.797390636992,0.791938579655,0.778204144282,0.776583493282,0.801691006918,0.804297774367,0.0444709748611,2.12647988651e-05,0.00952277908857,0.0154344700009
4,0.140680456161,0.000585985183716,0.792875786888,0.793643533379,0.1,7,6,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 6, 'NN__alpha': 0.1}",45,0.789716039908,0.789827255278,0.782808902533,0.802303262956,0.797390636992,0.784261036468,0.7889485802,0.798848368522,0.805534204458,0.792977743668,0.0194952482214,1.22421846266e-05,0.00783858256078,0.00640499380125
5,0.142549467087,0.000607395172119,0.807461999079,0.811799774034,0.1,7,7,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 7, 'NN__alpha': 0.1}",27,0.818112049117,0.817274472169,0.79355333845,0.814971209213,0.813507290867,0.812667946257,0.804297774367,0.806142034549,0.807840122982,0.807943207982,0.0193821319169,1.6307970236e-05,0.00841051259496,0.00418729415183
6,0.191528367996,0.000663614273071,0.806540764625,0.811760620331,0.1,7,8,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 8, 'NN__alpha': 0.1}",28,0.785878741366,0.804606525912,0.81197237145,0.830326295585,0.815809669992,0.80019193858,0.812739831159,0.80575815739,0.806302843966,0.81792018419,0.0664500298439,6.71129624495e-05,0.0107795868814,0.0109878983466
7,0.222345018387,0.000652265548706,0.820205742361,0.819323398094,0.1,7,9,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 9, 'NN__alpha': 0.1}",5,0.821949347659,0.822648752399,0.800460475825,0.81689059501,0.824251726784,0.823224568138,0.831926323868,0.821113243762,0.822444273636,0.812739831159,0.0253239244815,1.26872739307e-05,0.0105055267801,0.00396843901103
8,0.195704269409,0.00068302154541,0.802088131429,0.805773830655,0.1,7,10,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 10, 'NN__alpha': 0.1}",36,0.798925556408,0.798464491363,0.781273983116,0.808253358925,0.828089025326,0.821497120921,0.80276285495,0.804798464491,0.799385088394,0.795855717575,0.0376262148746,2.54339773056e-05,0.0150158163178,0.00901239884109
9,0.240268993378,0.000752210617065,0.818670351604,0.816981423351,0.1,7,11,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 11, 'NN__alpha': 0.1}",9,0.806600153492,0.81650671785,0.811204911742,0.828406909789,0.824251726784,0.824568138196,0.821181887951,0.798464491363,0.830130668716,0.816960859555,0.0373367702899,4.964078648e-05,0.00860387049071,0.010307303439
10,0.227420186996,0.000742197036743,0.816367265469,0.818209594572,0.1,7,12,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 12, 'NN__alpha': 0.1}",15,0.818112049117,0.819577735125,0.7981580967,0.819001919386,0.825019186493,0.818618042226,0.824251726784,0.813819577735,0.816295157571,0.820030698388,0.0225602196698,1.40880971495e-05,0.00971379007324,0.00224744671158
11,0.158304834366,0.000742292404175,0.81774911715,0.821587448425,0.1,7,13,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 13, 'NN__alpha': 0.1}",10,0.792785878741,0.8,0.821181887951,0.835124760077,0.831926323868,0.825719769674,0.823484267076,0.823608445298,0.819369715603,0.823484267076,0.0580752408992,1.40133346686e-05,0.0132039557332,0.0116106430874
12,0.213126277924,0.000781774520874,0.822508828497,0.826539021864,0.1,7,14,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 14, 'NN__alpha': 0.1}",2,0.825019186493,0.823224568138,0.814274750576,0.835508637236,0.822716807368,0.821305182342,0.826554105909,0.823416506718,0.823981552652,0.829240214889,0.0196582757692,3.50509369421e-05,0.004305891472,0.00521304563886
