,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0522078037262,0.000516033172607,0.759097190235,0.759097196342,0.1,7,2,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 2, 'NN__alpha': 0.1}",1,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.000390628149022,2.79186425501e-05,0.000159199549404,3.97723841187e-05
1,0.0604705810547,0.000603437423706,0.759097190235,0.759097196342,0.1,7,3,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 3, 'NN__alpha': 0.1}",1,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.000779467560206,8.14153892002e-05,0.000159199549404,3.97723841187e-05
2,0.036936378479,0.000600433349609,0.240902809765,0.240902803658,0.1,7,4,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 4, 'NN__alpha': 0.1}",29,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.00104882971398,6.98376164221e-05,0.000159199549404,3.97723841187e-05
3,0.0410513877869,0.000566434860229,0.759097190235,0.759097196342,0.1,7,5,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 5, 'NN__alpha': 0.1}",1,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.00232679098191,1.96346928079e-05,0.000159199549404,3.97723841187e-05
4,0.0439818382263,0.000595283508301,0.759097190235,0.759097196342,0.1,7,6,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 6, 'NN__alpha': 0.1}",1,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.00124291628929,1.17028312671e-05,0.000159199549404,3.97723841187e-05
5,0.0455035686493,0.000602722167969,0.759097190235,0.759097196342,0.1,7,7,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 7, 'NN__alpha': 0.1}",1,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.00239553684556,8.62139515986e-06,0.000159199549404,3.97723841187e-05
6,0.0459430217743,0.000637626647949,0.240902809765,0.240902803658,0.1,7,8,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 8, 'NN__alpha': 0.1}",29,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.00161613811729,1.36116756195e-05,0.000159199549404,3.97723841187e-05
7,0.0508236408234,0.000677967071533,0.240902809765,0.240902803658,0.1,7,9,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 9, 'NN__alpha': 0.1}",29,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.0030230867458,1.66289737845e-05,0.000159199549404,3.97723841187e-05
8,0.0580116271973,0.000684595108032,0.240902809765,0.240902803658,0.1,7,10,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 10, 'NN__alpha': 0.1}",29,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.00703472824876,1.62367078476e-05,0.000159199549404,3.97723841187e-05
9,0.0563052177429,0.000721979141235,0.240902809765,0.240902803658,0.1,7,11,"{'NN__hidden_layer_sizes': 7, 'ica__n_components': 11, 'NN__alpha': 0.1}",29,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.00414999432668,1.81081382893e-05,0.000159199549404,3.97723841187e-05
