,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
27,1.27899479866,0.00115461349487,0.812282497441,0.813254873707,0.001,7,3,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 3, 'NN__alpha': 0.001}",45,0.815345268542,0.815355086372,0.815762538383,0.813715455476,0.81934493347,0.810644831116,0.804503582395,0.811668372569,0.806451612903,0.814890623001,0.180650936159,4.25854293499e-05,0.00575964216106,0.00182362346706
28,2.70360121727,0.00126419067383,0.814534288639,0.811566053218,0.001,7,4,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 4, 'NN__alpha': 0.001}",42,0.811764705882,0.814587332054,0.813203684749,0.80872569089,0.823439099284,0.807702149437,0.820368474923,0.813587512794,0.803891449053,0.813227580913,0.680087449033,0.000102202411511,0.00687008688919,0.00279186351688
29,3.11682481766,0.00133800506592,0.816581371546,0.821699172593,0.001,7,5,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 5, 'NN__alpha': 0.001}",39,0.808695652174,0.824440179143,0.818321392016,0.82088024565,0.824462640737,0.821519959058,0.814738996929,0.82088024565,0.816692268305,0.820775233466,0.872797730843,0.000141215225782,0.00511400245563,0.00139572064424
30,3.54745035172,0.00136885643005,0.822927328557,0.826049155038,0.001,7,6,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 6, 'NN__alpha': 0.001}",35,0.815345268542,0.82597568778,0.823439099284,0.826893551689,0.833162743091,0.823694984647,0.829580348004,0.828684749232,0.813108038914,0.824996801842,1.4713084873,0.000140165031549,0.00778684078718,0.00169200031788
31,2.60197300911,0.00158939361572,0.82988741044,0.832958069731,0.001,7,7,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 7, 'NN__alpha': 0.001}",30,0.826598465473,0.83544465771,0.824462640737,0.832139201638,0.838280450358,0.828428863869,0.833674513818,0.834698055271,0.826420890937,0.834079570168,0.619963994411,0.000166347743726,0.0052353930117,0.00251605577757
32,2.01778864861,0.00168919563293,0.836540429887,0.842016270887,0.001,7,8,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 8, 'NN__alpha': 0.001}",24,0.830690537084,0.843250159949,0.82548618219,0.842118730809,0.848004094166,0.83764073695,0.840327533265,0.839687819857,0.838197644649,0.84738390687,0.252228056722,0.000312765303548,0.00780945397998,0.00331395466868
33,2.79247903824,0.0016975402832,0.837154554759,0.845496400227,0.001,7,9,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 9, 'NN__alpha': 0.001}",23,0.834782608696,0.845553422905,0.82088024565,0.845701125896,0.850051177073,0.848259979529,0.843909928352,0.841734902764,0.836149513569,0.84623257004,0.637436757592,0.000157321723847,0.00983310403409,0.00211534129185
34,2.80247292519,0.00160856246948,0.84022517912,0.848004211045,0.001,7,10,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 10, 'NN__alpha': 0.001}",19,0.83989769821,0.852591170825,0.837768679632,0.850307062436,0.845957011259,0.844165813715,0.836233367451,0.844933469806,0.84126984127,0.848023538442,0.748697130909,9.41549230731e-05,0.00334726482181,0.00317825247339
35,2.32849683762,0.0017822265625,0.842988741044,0.850972409246,0.001,7,11,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 11, 'NN__alpha': 0.001}",11,0.84347826087,0.852975047985,0.831115660184,0.851202661208,0.850051177073,0.851714431934,0.847492323439,0.847748208802,0.84280593958,0.851221696303,0.740817460966,0.000203205003964,0.0065023604594,0.00173619054775
36,3.65424380302,0.00159463882446,0.844524053224,0.85214947866,0.001,7,12,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 12, 'NN__alpha': 0.001}",5,0.843989769821,0.855406269994,0.835721596725,0.853249744115,0.852610030706,0.849795291709,0.843909928352,0.848515864893,0.846390168971,0.853780222592,1.28343884162,8.9011283132e-05,0.0054223543275,0.00257767122971
