,2,3,4,5,6,7,8,9,10,11,12,13
GMM,0.0234894760039,0.0620940280487,0.0236077459942,0.0429981642067,0.0447948366695,0.0404601263177,0.0315942578799,0.0451449654875,0.0458298502214,0.0447230870942,0.0394001519045,0.040883887126
Kmeans,0.050059149401,0.027388859676,0.0336748637736,0.0369424822713,0.02545729538,0.0424086930793,0.0392868054492,0.0359635159527,0.0348042263915,0.0371035430504,0.0367323422841,0.0402254076037
