,2,3,4,5,6,7,8,9,10,11
GMM,0.553470919325,0.562851782364,0.679174484053,0.661663539712,0.657911194497,0.669168230144,0.686679174484,0.684177611007,0.6904315197,0.705440900563
Kmeans,0.534709193246,0.593495934959,0.621013133208,0.636647904941,0.646654158849,0.671669793621,0.685428392745,0.693558474046,0.684177611007,0.698561601001
