,2,3,4,5,6,7,8,9,10
GMM,0.55784865541,0.590368980613,0.687929956223,0.624765478424,0.656035021889,0.669168230144,0.676047529706,0.688555347092,0.654158849281
Kmeans,0.64602876798,0.648530331457,0.656035021889,0.646654158849,0.669793621013,0.671669793621,0.679799874922,0.679174484053,0.684803001876
