,2,3,4,5,6,7,8,9,10,11,12
GMM,0.649781113196,0.60162601626,0.609130706692,0.664790494059,0.617260787992,0.637898686679,0.649781113196,0.626016260163,0.641025641026,0.666666666667,0.636647904941
Kmeans,0.637898686679,0.626016260163,0.64602876798,0.647279549719,0.638524077548,0.67292057536,0.66353971232,0.659161976235,0.656660412758,0.659161976235,0.666041275797
