,2,3,4,5,6,7,8,9,10,11
GMM,0.00437003816783,0.00804437447384,0.0638072037504,0.0527344520853,0.044411482814,0.0444167506276,0.0438890355653,0.0398143971159,0.0364928985654,0.0482429245775
Kmeans,-0.000452558605799,0.0200870351149,0.0225861367454,0.0332702209535,0.035948759423,0.0442391397282,0.0506357128579,0.0508022853165,0.0480171163687,0.0484231139584
