,0,1,2,3,4,5,6,7,8,9
2,0.848171525894,0.882147947376,0.842436391576,0.839889469177,0.864311149141,0.84829794691,0.856231735016,0.928571428571,0.87463500131,0.931442302376
3,0.775764379781,0.78704868215,0.765399354352,0.800096101649,0.789466591054,0.790417752863,0.798418486052,0.882202542734,0.735636842016,0.864113594755
4,0.683734137487,0.718907475958,0.729408735975,0.715776525363,0.699583991651,0.70366008309,0.731063468265,0.781503519765,0.715160041728,0.795009901698
5,0.648437342101,0.636814269044,0.62212326331,0.613546267169,0.639925585512,0.637885376113,0.623732889448,0.701357562164,0.64273899536,0.687924131222
6,0.580981253459,0.594427252386,0.558834088145,0.559873803508,0.593870885108,0.562005569488,0.585393371472,0.630188395589,0.560036450056,0.634898718178
7,0.503048464634,0.484959886496,0.485195825557,0.529354960548,0.484283274567,0.502237384335,0.49320730961,0.552039805427,0.49497584535,0.581159847696
8,0.454833795515,0.415176569028,0.420010687705,0.441498034208,0.445207924815,0.425014002393,0.436924161831,0.524201339213,0.423070361689,0.511038111412
9,0.324911394144,0.361110828751,0.371700476026,0.360261697554,0.372479466176,0.355548489696,0.343189716379,0.400372765181,0.356856773569,0.414116462314
10,0.290717884437,0.292311097379,0.290429630057,0.298258299415,0.298111781541,0.274867409607,0.279521680809,0.356948470773,0.266568048362,0.358369739095
11,0.200068181953,0.221666071476,0.217501808441,0.224687911026,0.215707688149,0.215196317606,0.210854748048,0.284638548069,0.218605695913,0.279794234404
12,0.152386676618,0.167638553544,0.144652102338,0.162168679343,0.207555300166,0.142885314591,0.136956936116,0.23650836737,0.146303925991,0.21856468465
13,0.0714285714286,0.0618406341309,0.0652630716054,0.0786411016042,0.158748617535,0.0646527823683,0.0613058517084,0.134817618087,0.0714285714286,0.13937191503
14,0.0714285714286,1.62588788713e-29,1.06054559031e-27,3.33207366065e-30,0.0714285714286,1.09348095806e-29,7.10018143002e-30,0.0802135395906,0.155444297849,0.0593898007362
