,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.723846197128,0.121811342239,0.758943651159,0.75902042091,0.1,"(5, 2)",2,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 2, 'NN__alpha': 0.1}",217,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.758250191865,0.758733205374,0.759415833974,0.759017651573,0.0146093125256,0.000968908118129,0.000379512698333,0.000148681432337
1,0.608159780502,0.120843219757,0.758483033932,0.758559827241,0.1,"(5, 2)",3,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 3, 'NN__alpha': 0.1}",221,0.75594781274,0.759117082534,0.759017651573,0.758349328215,0.759017651573,0.758541266795,0.759017651573,0.758541266795,0.759415833974,0.758250191865,0.025992249706,0.00629080917538,0.00127719056568,0.00030046841682
2,0.756835412979,0.121982574463,0.782895746968,0.785620368174,0.1,"(5, 2)",4,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 4, 'NN__alpha': 0.1}",170,0.785111281658,0.788291746641,0.784343821949,0.793474088292,0.788181120491,0.792130518234,0.758250191865,0.759500959693,0.798616448885,0.794704528012,0.0279667501806,0.00169957460305,0.0133370028686,0.0132358958577
3,0.749839735031,0.120855951309,0.77675418394,0.781358845599,0.1,"(5, 2)",5,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 5, 'NN__alpha': 0.1}",173,0.768994627782,0.764875239923,0.76515732924,0.791938579655,0.791250959325,0.790786948177,0.757482732157,0.758157389635,0.80092236741,0.801036070606,0.0542491191048,0.000811708839656,0.0164916045422,0.0167214227253
4,0.777534580231,0.121338224411,0.791954552434,0.791725296562,0.1,"(5, 2)",6,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 6, 'NN__alpha': 0.1}",138,0.803530314658,0.797504798464,0.785878741366,0.799424184261,0.791250959325,0.799424184261,0.7889485802,0.784261036468,0.790161414297,0.778012279355,0.0424730349263,0.000872635900973,0.00606154219805,0.00889618351319
5,0.618140554428,0.122430419922,0.240902809765,0.240902803658,0.1,"(5, 2)",7,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 7, 'NN__alpha': 0.1}",253,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.0329418344989,0.00766891196444,0.000159199549404,3.97723841187e-05
6,0.600695562363,0.11939330101,0.240902809765,0.240902803658,0.1,"(5, 2)",8,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 8, 'NN__alpha': 0.1}",253,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.0309593006691,0.00866214169906,0.000159199549404,3.97723841187e-05
7,0.616337156296,0.120509195328,0.759097190235,0.759097196342,0.1,"(5, 2)",9,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 9, 'NN__alpha': 0.1}",193,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.0572471192371,0.0103608332671,0.000159199549404,3.97723841187e-05
8,0.614617919922,0.124315500259,0.240902809765,0.240902803658,0.1,"(5, 2)",10,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 10, 'NN__alpha': 0.1}",253,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.0158397199228,0.0040424873429,0.000159199549404,3.97723841187e-05
9,0.760258626938,0.121778774261,0.795025333947,0.801049843636,0.1,"(5, 2)",11,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 11, 'NN__alpha': 0.1}",129,0.758250191865,0.757581573896,0.810437452034,0.82802303263,0.825786646201,0.826103646833,0.764389869532,0.767754318618,0.816295157571,0.825786646201,0.0506177069198,0.00103673681626,0.0280273123485,0.0315126572686
10,0.607732009888,0.121518945694,0.240902809765,0.240902803658,0.1,"(5, 2)",12,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 12, 'NN__alpha': 0.1}",253,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240982348427,0.240882917466,0.240584166026,0.240982348427,0.0394082118317,0.00512178966204,0.000159199549404,3.97723841187e-05
11,0.73516869545,0.125341033936,0.807461999079,0.809074422969,0.1,"(5, 2)",13,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 13, 'NN__alpha': 0.1}",81,0.808135072909,0.803454894434,0.794320798158,0.828406909789,0.810437452034,0.803454894434,0.797390636992,0.804414587332,0.827056110684,0.805640828856,0.0701453414117,0.00451170879578,0.0115496710276,0.00969955550785
12,0.605497694016,0.123344421387,0.759097190235,0.759097196342,0.1,"(5, 2)",14,"{'NN__hidden_layer_sizes': (5, 2), 'filter__n': 14, 'NN__alpha': 0.1}",193,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759017651573,0.759117082534,0.759415833974,0.759017651573,0.0170067256178,0.0103521656067,0.000159199549404,3.97723841187e-05
