,0,1,2,3,4,5,6,7,8,9
2,0.344222438331,0.400919403112,0.507893033146,0.581444061834,0.550761881115,0.492655101447,0.355848724459,0.306203194831,0.5150567589,0.215000809569
3,0.444158030497,0.473743929514,0.583573090199,0.594943126399,0.602798278478,0.595732982539,0.479805260373,0.438643547548,0.694885724337,0.315691570957
4,0.51701151492,0.651405330319,0.537278846151,0.691736622182,0.642618584868,0.641470768827,0.540644205842,0.602975335048,0.695134539591,0.407737609799
5,0.585442978145,0.698475999346,0.607669955387,0.757551942562,0.65351347908,0.707796163506,0.677914959236,0.675898771856,0.730638674651,0.637053114741
6,0.639758698201,0.717498552544,0.664783174392,0.790371828181,0.660198077084,0.716043001105,0.68509094716,0.692553371039,0.751139024384,0.592006838101
7,0.713697271317,0.747136502292,0.748082767787,0.790372207189,0.803761055939,0.730092978906,0.709850079031,0.677015167947,0.776191840232,0.670724567299
8,0.699308202317,0.75577891636,0.751985169632,0.797920578731,0.776256615041,0.829975034004,0.69081289618,0.65881486675,0.807776082948,0.66738117926
9,0.753457832527,0.760702909398,0.778119971919,0.8386773305,0.780984955399,0.799693224478,0.776186152897,0.754866686963,0.793746250388,0.700238622149
10,0.802145833961,0.785961254379,0.780372944013,0.835158321102,0.799598247311,0.835353445189,0.784814768475,0.695917108897,0.825870431291,0.715215648281
11,0.806055819956,0.799942017645,0.810762050775,0.858414590678,0.85764097337,0.807323374881,0.772216649151,0.794668868628,0.829297220031,0.775426718996
12,0.774971200661,0.775799685279,0.845247556436,0.858849775914,0.852770185354,0.813603901672,0.76823233221,0.794114989278,0.843503604274,0.770251443813
13,0.784130757584,0.811519973148,0.853878930209,0.845120172702,0.850025352595,0.852333428868,0.833442104415,0.829618296661,0.849956292785,0.79297113933
14,0.820038057926,0.818644771361,0.837432008563,0.830480882353,0.850256371348,0.810719768503,0.823135029308,0.833780900491,0.852621815475,0.81902341884
