,0,1,2,3,4,5,6,7,8,9
2,0.846385718511,0.813572441338,0.820191488725,0.824161090366,0.862410445573,0.838053948497,0.884782540971,0.819136711546,0.794597811901,0.859016749649
3,0.759907178452,0.691586059889,0.632318035969,0.724523998336,0.720488689312,0.723788211791,0.720180350315,0.767852637451,0.670049662378,0.76810765874
4,0.608264455677,0.697484850421,0.640321961665,0.659741042821,0.634111359367,0.588234724053,0.595435189022,0.612499274045,0.695064177496,0.704715103288
5,0.52324030781,0.470553128987,0.515344163481,0.53771166831,0.438779461958,0.604594455446,0.516483241337,0.544398653313,0.497564473612,0.650246545209
6,0.469155073481,0.464269617872,0.324628151709,0.332447229186,0.475965142496,0.406081210866,0.481326705593,0.472231767519,0.523879910508,0.556192755867
7,0.418253536381,0.33595896399,0.437623619162,0.422095409858,0.289762413419,0.301362240285,0.365582832734,0.38411543376,0.386417153617,0.490339947052
8,0.198944292383,0.251034196445,0.306538188237,0.277148200918,0.214901459759,0.348627051908,0.32549739116,0.35821803624,0.344059555209,0.39458469533
9,0.195036171116,0.252321948612,0.269783437036,0.196591890279,0.143115388768,0.19940176496,0.161835793644,0.299035632932,0.131523594514,0.297717220402
10,0.0501563786648,0.0540508058637,0.101942238346,0.0790893605836,0.0240873459985,0.0909090909091,0.079697537705,0.200275261972,0.0909090909091,0.179365310982
11,1.13473373804e-29,1.3809277152e-29,1.30297440658e-29,6.91694324985e-30,0.0767554064719,6.0199089986e-30,5.42733043962e-29,0.0774432881877,3.62458346774e-30,0.0607987567754
