,2,3,4,5,6,7,8,9,10,11,12,13,14
GMM,0.0608318305472,0.0569012675678,0.0542722339515,0.0627970564096,0.0510905269521,0.0474688973993,0.0451654452008,0.0478581183971,0.0444561116175,0.0474179651574,0.0485209790578,0.0481428701072,0.0484423069574
Kmeans,0.0852064662049,0.100066472827,0.0665821565601,0.0806727456835,0.0889825886921,0.0781831423178,0.0674991740723,0.0613463187467,0.0564412321176,0.0588210197838,0.0552449367528,0.0513822391241,0.0503834477259
