,0,1,2,3,4,5,6,7,8,9
2,0.600322532724,0.700323195644,0.643223302884,0.703070249274,0.579889482639,0.494522150788,0.512850206852,0.501162769591,0.624339495885,0.563843047714
3,0.672335720577,0.761511920377,0.765855125705,0.791271275365,0.647310445019,0.753143098263,0.703039038637,0.660983646456,0.755298864785,0.626896255826
4,0.765450233445,0.811237658155,0.794562735829,0.748960218988,0.760573992663,0.765657028657,0.740623127767,0.787579132762,0.833349652947,0.711940431548
5,0.780662113122,0.865405696122,0.793494731286,0.803989551038,0.84797564143,0.642523171342,0.721183266619,0.731071879775,0.815429997788,0.791277391748
6,0.806031490416,0.826305730436,0.896744992515,0.903865257998,0.845578949724,0.796991710955,0.749450193796,0.778869167209,0.826721015127,0.801311829252
7,0.807798813128,0.860399595269,0.856898697705,0.905522576301,0.865676268414,0.844982263126,0.792217349731,0.79628235137,0.831957420965,0.784607577488
8,0.795496873732,0.846970147832,0.878090766182,0.925421123245,0.883690397636,0.867054942408,0.788466875784,0.762413625275,0.85084577698,0.822705311282
9,0.808090630918,0.867470098674,0.865296701861,0.907236305977,0.898180156139,0.905606797219,0.874825497112,0.823595515069,0.871886870215,0.813390047167
10,0.85754545399,0.875416350828,0.904616771352,0.925175416283,0.877129223072,0.863433599062,0.876148176278,0.817423940137,0.886284222238,0.875951577043
11,0.875701192659,0.917065320613,0.910530194466,0.944541009911,0.872069511935,0.871530128355,0.89573624987,0.879108925911,0.906728219801,0.886361529492
