,2,3,4,5,6,7
GMM,0.000341192027981,0.102169739313,0.077614149074,0.08344887078,0.0654128387129,0.0620295610209
Kmeans,0.142183985444,0.145422182747,0.105767660123,0.0906995500488,0.0773995063502,0.0651717064312
