,2,3,4,5,6,7,8,9,10,11,12,13,14
GMM,0.760593654043,0.760593654043,0.760593654043,0.760593654043,0.777686796315,0.760593654043,0.760593654043,0.777686796315,0.777789150461,0.777686796315,0.776970317298,0.774616171955,0.775844421699
Kmeans,0.791299897646,0.765506653019,0.789969293756,0.791709314227,0.793756397134,0.794575230297,0.796315250768,0.795496417605,0.796417604913,0.796827021494,0.796827021494,0.797031729785,0.798157625384
