,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.30211582184,0.00167460441589,0.76417604913,0.763766624451,0.1,7,2,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 2, 'NN__alpha': 0.1}",45,0.765217391304,0.763147792706,0.767656090072,0.764585465711,0.764073694985,0.76368986694,0.764073694985,0.763945752303,0.759856630824,0.763464244595,0.633101695955,0.000174835151539,0.00252445686767,0.000486387873621
1,2.21021852493,0.0014820098877,0.76110542477,0.762973311056,0.1,7,3,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 3, 'NN__alpha': 0.1}",49,0.758056265985,0.75918106206,0.757932446264,0.763561924258,0.768679631525,0.763050153531,0.760491299898,0.766888433982,0.760368663594,0.762184981451,0.718421645851,0.00017397938084,0.00394102059315,0.00247722319556
2,1.02013502121,0.00133423805237,0.76878198567,0.77244108594,0.1,7,4,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 4, 'NN__alpha': 0.1}",43,0.775447570332,0.770185540627,0.772262026612,0.774053224156,0.771750255885,0.774692937564,0.766632548618,0.770726714432,0.757808499744,0.772547012921,0.251692908512,0.000104645866207,0.00617008779219,0.00177243336768
3,1.90139842033,0.00169534683228,0.785568065507,0.788050181609,0.1,7,5,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 5, 'NN__alpha': 0.1}",37,0.786189258312,0.788739603327,0.78198567042,0.790046059365,0.783009211873,0.785568065507,0.793244626407,0.788254861822,0.783410138249,0.787642318025,0.185780725746,0.000480138825622,0.0040829209798,0.00147159623281
4,1.21591639519,0.00134520530701,0.817604912999,0.819677422847,0.1,7,6,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 6, 'NN__alpha': 0.1}",32,0.825063938619,0.817274472169,0.815250767656,0.818961105425,0.830603889458,0.817425793245,0.806550665302,0.821136131013,0.810547875064,0.823589612383,0.250829425669,6.98712727458e-05,0.00896831773915,0.00239959058838
5,2.57959103584,0.00143418312073,0.823848515865,0.829452531884,0.1,7,7,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 7, 'NN__alpha': 0.1}",27,0.823529411765,0.831477927063,0.816786079836,0.827277379734,0.834186284545,0.831371545548,0.827533265097,0.830603889458,0.817204301075,0.826531917615,0.963846775897,0.000107073632573,0.00655056819103,0.00211526536952
6,1.94779453278,0.00143384933472,0.818526100307,0.829861660374,0.1,7,8,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 8, 'NN__alpha': 0.1}",30,0.815345268542,0.827255278311,0.815250767656,0.829836233367,0.830603889458,0.829452405322,0.815762538383,0.829196519959,0.815668202765,0.83356786491,0.500718092286,2.92892154227e-05,0.00604192579124,0.00205619685446
7,3.75632662773,0.00161700248718,0.844728761515,0.850767733695,0.1,7,9,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 9, 'NN__alpha': 0.1}",10,0.842966751918,0.853742802303,0.838792221085,0.852993858751,0.843398157625,0.849411463664,0.85516888434,0.846980552712,0.84331797235,0.850709991045,1.38027533547,0.000127067878703,0.00549735859782,0.00244917163118
8,6.36995620728,0.00167818069458,0.843091095189,0.852098370328,0.1,7,10,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 10, 'NN__alpha': 0.1}",18,0.84347826087,0.855022392834,0.832650972364,0.855296827021,0.842374616172,0.851586489253,0.850051177073,0.847876151484,0.846902201741,0.850709991045,1.28745613288,9.26931943562e-05,0.00587570115814,0.00278556220793
9,8.03649978638,0.0018440246582,0.842374616172,0.849923187573,0.1,7,11,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 11, 'NN__alpha': 0.1}",19,0.841432225064,0.848880358285,0.832650972364,0.851458546571,0.852610030706,0.848387922211,0.845445240532,0.850179119754,0.83973374296,0.850709991045,0.962752293868,0.000558200954426,0.00658180660881,0.00113898383604
10,5.4228852272,0.00162777900696,0.848925281474,0.855092153805,0.1,7,12,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 12, 'NN__alpha': 0.1}",1,0.847570332481,0.85732565579,0.835209825998,0.853121801433,0.857215967247,0.852354145343,0.853121801433,0.85670419652,0.851510496672,0.855954969937,0.845450834819,0.000216731411212,0.00752298760962,0.0019854794544
11,6.34307985306,0.00164113044739,0.845445240532,0.855220004817,0.1,7,13,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 13, 'NN__alpha': 0.1}",7,0.840920716113,0.855406269994,0.840839303992,0.855680655067,0.854657113613,0.854785056295,0.844933469806,0.852610030706,0.845878136201,0.857618012025,1.32109540469,0.000135791267715,0.00503992593103,0.00161235709532
12,7.47687234879,0.00170345306396,0.847389969294,0.856243605198,0.1,7,14,"{'NN__hidden_layer_sizes': 7, 'rp__n_components': 14, 'NN__alpha': 0.1}",4,0.849104859335,0.856174024312,0.840327533265,0.85977482088,0.858751279427,0.855040941658,0.841862845445,0.854145342886,0.846902201741,0.856082896252,1.43688540867,0.000123402508519,0.00652206435042,0.00191568564112
