,2,3,4,5,6,7,8,9,10,11,12,13,14
GMM,0.0212656454644,0.0286319414402,0.0269833449957,0.0357092212148,0.0327076198671,0.0547697107138,0.0326503364057,0.0428654219535,0.0376168958583,0.0384493516989,0.028710491183,0.0369432948041,0.0343323193973
Kmeans,0.0704709309257,0.0213813182572,0.0752951303881,0.040677695489,0.0794086547404,0.0648650318697,0.0431554807451,0.0590233047365,0.048546241611,0.0441743983612,0.0439155769602,0.0423728141931,0.0370433524959
