,2,3,4,5,6,7,8,9,10,11,12,13
GMM,0.760593654043,0.761719549642,0.760593654043,0.779836233367,0.779529170931,0.779529170931,0.779426816786,0.780348004094,0.780040941658,0.780143295803,0.779222108495,0.783111566018
Kmeans,0.760593654043,0.760593654043,0.760593654043,0.765916069601,0.766120777892,0.797645854657,0.798259979529,0.798976458547,0.798567041965,0.798874104401,0.79846468782,0.798055271238
