,2,3,4,5,6,7
GMM,0.537836147592,0.698561601001,0.719199499687,0.714821763602,0.712320200125,0.702313946216
Kmeans,0.691056910569,0.692307692308,0.718574108818,0.724202626642,0.70794246404,0.697936210131
