,2,3,4,5,6,7,8,9,10
GMM,0.00890770952754,0.017932746633,0.0669658761155,0.0366374727755,0.0452155259646,0.0461758446967,0.0422584636897,0.0466521199951,0.0352309878379
Kmeans,0.07742148314,0.0794149693603,0.0658696400385,0.053267133156,0.0448661408519,0.0491695585606,0.0527562268818,0.0524065833909,0.0509796246226
